Date,Open,High,Low,Close,Adj Close,Volume
2001-03-19,9.885417,11.687500,9.346350,11.166667,10.334916,200481000
2001-03-26,11.166667,11.947917,10.750000,10.820300,10.014354,193363200
2001-04-02,10.791667,11.052083,8.968750,10.447917,9.669706,247291800
2001-04-09,10.650000,12.208333,9.775000,11.708333,10.836239,128767800
2001-04-16,11.500000,14.998333,11.213333,14.493333,13.413800,189613200
2001-04-23,14.178333,14.715000,12.166667,13.166667,12.185952,172318200
2001-04-30,13.525000,15.575000,13.238334,14.970000,13.854959,172811400
2001-05-07,14.913333,15.880000,12.756667,13.023334,12.053291,145872600
2001-05-14,13.061666,14.916667,12.591666,14.383333,13.311996,109925400
2001-05-21,14.351666,16.666666,14.063334,15.283334,14.144956,174702600
2001-05-28,15.196667,15.200000,13.960000,15.058333,13.936717,162871800
2001-06-04,15.068334,16.600000,14.626667,16.125000,14.923932,104038200
2001-06-11,16.148333,16.540001,15.130000,15.841666,14.661702,116601600
2001-06-18,15.801666,16.058332,13.825000,15.216666,14.083254,159368400
2001-06-25,15.386666,15.700000,14.743333,15.458333,14.306922,98349000
2001-07-02,14.846666,15.116667,13.183333,13.450000,12.448180,81730800
2001-07-09,13.275000,13.875000,12.686666,13.493333,12.488284,120303600
2001-07-16,13.341666,13.500000,12.083333,12.481667,11.551970,119626800
2001-07-23,12.500000,13.645000,11.210000,13.500000,12.494454,174200400
2001-07-30,13.516666,14.756667,12.716666,14.531667,13.449279,122331600
2001-08-06,14.428333,15.120000,13.683333,14.106667,13.055935,154674600
2001-08-13,14.348333,14.950000,13.843333,13.961667,12.921734,208681800
2001-08-20,13.873333,14.498333,13.375000,14.213333,13.154656,149815200
2001-08-27,13.895000,14.991667,13.458333,14.118333,13.066731,155334600
2001-09-03,14.080000,14.080000,12.591666,13.003333,12.034780,204318600
2001-09-10,12.893333,13.091666,12.365000,12.626667,11.686171,46809000
2001-09-17,11.840000,12.130000,8.670000,8.990000,8.320382,157296900
2001-09-24,9.703333,10.463333,8.503333,9.156667,8.474634,120805200
2001-10-01,9.150000,11.266666,7.553333,10.966666,10.149814,173836200
2001-10-08,10.533334,13.500000,10.406667,13.476666,12.472858,120567000
2001-10-15,13.083333,15.100000,12.716666,14.786667,13.685285,151702200
2001-10-22,14.676666,16.813334,14.350000,15.263333,14.126447,134637900
2001-10-29,15.316667,15.913333,13.450000,15.723333,14.552183,133212300
2001-11-05,15.996667,17.746666,15.666667,17.733334,16.412470,198841200
2001-11-12,17.666666,18.663334,17.066668,17.496666,16.193436,135661200
2001-11-19,17.670000,17.833334,15.933333,16.650000,15.409825,96584100
2001-11-26,16.930000,18.456667,16.883333,18.213333,16.856716,232752900
2001-12-03,17.830000,20.983334,17.616667,19.983334,18.494877,147228900
2001-12-10,19.883333,21.983334,19.716667,21.879999,20.250271,103220700
2001-12-17,21.713333,22.983334,20.556667,21.526667,19.923252,112444500
